"type","request_number","date","year","month","block","description","lon","lat"
"Vicious Animal","13-00097118","Jan 25, 2013",2013,1,"4500 N BEACON ST, Chicago, Illinois","Other - coyote - street",-87.6637517,41.9634764
"Vicious Animal","13-00099206","Jan 26, 2013",2013,1,"1700 N ORLEANS ST, Chicago, Illinois","Other - COYOTE - STREET",-87.6374257,41.9128422
"Vicious Animal","13-00099537","Jan 26, 2013",2013,1,"2600 W ADDISON ST, Chicago, Illinois","Other - COYOTE - ROAMING ON LANE TECH CAMPUS, HEADING TOWARD STADIUM",-87.693568,41.9470529
"Vicious Animal","13-00099568","Jan 26, 2013",2013,1,"6200 S LAKE SHORE DR, Chicago, Illinois","Other - COYOTE 2 - BY THE HARBOR",-87.5753339,41.7817749
"Vicious Animal","13-00099579","Jan 26, 2013",2013,1,"6600 S MARQUETTE RD, Chicago, Illinois","on marquette - Other - 2 coyotes - inside marquette park near the golf carts in the park",-87.6132961,41.7747054
"Vicious Animal","13-00099693","Jan 26, 2013",2013,1,"4000 N HARLEM AVE, Chicago, Illinois","Other - 2 - 2 coyotes - street",-87.807415,41.9528264
"Vicious Animal","13-00100116","Jan 26, 2013",2013,1,"6300 W NORTH AVE, Chicago, Illinois","Other - coyote - walking down old train tracks towards North Avenue",-87.783948,41.909529
"Vicious Animal","13-00100189","Jan 26, 2013",2013,1,"2400 N DAMEN AVE, Chicago, Illinois","Other - coyote - ran towards parking lot for stores",-87.6778891,41.9250338
"Vicious Animal","13-00100230","Jan 26, 2013",2013,1,"4300 S SB OUTER LAKE SHORE DR, Chicago, Illinois","COYOTE - Other - RAN ACROSS LAKE SHORE BETWEEN 43-39 ON THE LAKE PART",-87.636679,41.9394452
"Vicious Animal","13-00100235","Jan 26, 2013",2013,1,"3500 S NB OUTER LAKE SHORE DR, Chicago, Illinois","Other - CALLER STATES COYOTE SIGHTED NEAR HERE.",-87.6426845,41.9467786
"Vicious Animal","13-00100434","Jan 27, 2013",2013,1,"2800 W AINSLIE ST, Chicago, Illinois","Other - 1 medium gray and 1 small gray coyote - running loose",-87.699386,41.9707233
"Vicious Animal","13-00100488","Jan 27, 2013",2013,1,"5700 W JACKSON BLVD, Chicago, Illinois","Other - medium gray coyote - running around columbus park by the boat house",-87.767343,41.8770855
"Vicious Animal","13-00100490","Jan 27, 2013",2013,1,"1600 W WEBSTER AVE, Chicago, Illinois","Other - coyote - loose in the area of playlot",-87.6686977,41.9215367
"Vicious Animal","13-00100550","Jan 27, 2013",2013,1,"6400 N MILWAUKEE AVE, Chicago, Illinois","Other - 3 coyote in this area - right near the doggie daycare",-87.7883804,41.9974956
"Vicious Animal","13-00100713","Jan 27, 2013",2013,1,"8300 S WESTERN AVE, Chicago, Illinois","Other - COYOTE - FOREST RESERVE TRAIL",-87.6821115,41.7407802
"Vicious Animal","13-00101511","Jan 27, 2013",2013,1,"7500 S PARNELL AVE, Chicago, Illinois","Other - coyotes - in alleys and back yard",-87.6387267,41.7578827
"Vicious Animal","13-00101640","Jan 27, 2013",2013,1,"1900 S ALBANY AVE, Chicago, Illinois","2 big gray coyotes running in alley between Albany and Troy - Other - 2 coyotes - alley",-87.703261,41.855269
"Vicious Animal","13-00101687","Jan 27, 2013",2013,1,"6800 W BELDEN AVE, Chicago, Illinois","Other - 3 coyotes, medium; brownish and gray - they are in parking lot of children's hospital on oak park",-87.7951794,41.9211632
"Vicious Animal","13-00101717","Jan 28, 2013",2013,1,"6500 N HOYNE AVE, Chicago, Illinois","Other - coyote spotted in the area - loose infront of home  now",-87.6828436,41.9999023
"Vicious Animal","13-00101752","Jan 28, 2013",2013,1,"800 W WELLINGTON AVE, Chicago, Illinois","Other - 2 MEDIUM COYOTES - WELLINGTON, MIDDLE OF STREET",-87.6491601,41.9363693
"Vicious Animal","13-00101754","Jan 28, 2013",2013,1,"700 W DIVERSEY PKWY, Chicago, Illinois","Other - 2 MEDIUM COYOTES - HEADED NORTH ON HALSTED",-87.6470081,41.9329168
"Vicious Animal","13-00103516","Jan 28, 2013",2013,1,"3900 N OTTAWA AVE, Chicago, Illinois","Other - 2 COYOTES -  SPOTTED IN FRONT OF HOUSE THIS MORNING, POSSIBLY LIVING IN THE CEMETARY. ",-87.818846,41.9507524
"Vicious Animal","13-00103546","Jan 28, 2013",2013,1,"3300 S KEDZIE AVE, Chicago, Illinois","Other - COYOTES - SPOTTED ON CAMPUS OF JOB CORPS.",-87.707248,41.83359
"Vicious Animal","13-00107481","Jan 29, 2013",2013,1,"4700 N CLARENDON AVE, Chicago, Illinois","Other - 1 large coyote - on cLarendon st Lawrence",-87.6504972,41.9676015
"Vicious Animal","13-00108231","Jan 29, 2013",2013,1,"6000 S ST LAWRENCE AVE, Chicago, Illinois","Other - 3 coyote - near the pound",-87.6111641,41.7855052
"Vicious Animal","13-00111594","Jan 29, 2013",2013,1,"10700 S UNION AVE, Chicago, Illinois","Other - Coyote - inside backyard -[transferred caller to 911 for Police Assistance]",-87.6404228,41.6994462
"Vicious Animal","13-00112973","Jan 29, 2013",2013,1,"9000 S DREXEL AVE, Chicago, Illinois","Other - COYOTE - WALKING IN A FIELD ACROSS FROM THE HOMES BY THE TRACKS",-87.5997928,41.7312452
"Vicious Animal","13-00113295","Jan 29, 2013",2013,1,"1300 S DAMEN AVE, Chicago, Illinois","Other - 2  medium  brown/b lack . coyotes - heading toward a field",-87.6762162,41.864711
"Vicious Animal","13-00113384","Jan 30, 2013",2013,1,"900 E OHIO ST, Chicago, Illinois","Other - coyote near dumpsters  - water filtration plant",-87.6104872,41.8932536
"Vicious Animal","13-00113549","Jan 30, 2013",2013,1,"6600 N WESTERN AVE, Chicago, Illinois","inside warren park, went after woman with dog - Attacking - 2 coyotes - inside warren park",-87.6904211,42.0020548
"Vicious Animal","13-00114142","Jan 30, 2013",2013,1,"1100 N IB KENNEDY EXPY, Chicago, Illinois","coyote - on the railroad tracks near clybourn and the kennedy expressway - Other",-87.7413819,41.9594725
"Vicious Animal","13-00116097","Jan 30, 2013",2013,1,"6800 N KEDZIE AVE, Chicago, Illinois","Other - COYOTE ROAMING AROUND",-87.7091572,42.0049337
"Vicious Animal","13-00117490","Jan 30, 2013",2013,1,"4400 W JACKSON BLVD, Chicago, Illinois","KARLOV & JACKSON - Other - COYOTE -DARK BLACK - 4423 W JACKSON & KARLOV SEVERAL COYOTES  UNDER THE VIADUCT NEAR TRAIN TRACKS",-87.7355221,41.8771243
"Vicious Animal","13-00118153","Jan 30, 2013",2013,1,"4900 N NATOMA AVE, Chicago, Illinois","Other - COYOTE - ROAMING IN AREA",-87.7931254,41.9703634
"Vicious Animal","13-00119362","Jan 30, 2013",2013,1,"800 E 55TH ST, Chicago, Illinois","Other - 2 coyotes - seen running in washington park near 55th and cottage grove",-87.6053691,41.7957649
"Vicious Animal","13-00124438","Jan 31, 2013",2013,1,"400 W MONTROSE HARBOR DR, Chicago, Illinois","Other - 2 COYOTE - BOAT HARBOR  BEACH SIDE",-87.6378264,41.9635289
"Vicious Animal","13-00124483","Jan 31, 2013",2013,1,"8700 S WESTERN AVE, Chicago, Illinois","Other - COYOTE - DAN RYAN WOODS",-87.6848472,41.7346831
"Vicious Animal","13-00124485","Jan 31, 2013",2013,1,"7400 S DAMEN AVE, Chicago, Illinois","Other - COYOTE - NEAR WOODS",-87.6746023,41.7588063
"Vicious Animal","13-00125200","Feb 01, 2013",2013,2,"5800 W JACKSON BLVD, Chicago, Illinois","Other - coyote - COYOTE WAS BY A PLAYLOT AT COLUMBUS PARK",-87.7696587,41.8770148
"Vicious Animal","13-00126333","Feb 01, 2013",2013,2,"3100 S WENTWORTH AVE, Chicago, Illinois","Other - coyote - along the metra tracks",-87.6316917,41.838284
"Vicious Animal","13-00128066","Feb 01, 2013",2013,2,"7500 N RIDGE BLVD, Chicago, Illinois","Attacking - COYOTE - BEHIND THE SCHOOL, ATTACKED ANIMAL--ST SCHOLASTICA ACADEMY",-87.6847572,42.0179987
"Vicious Animal","13-00128229","Feb 01, 2013",2013,2,"6800 N WILDWOOD AVE, Chicago, Illinois","Other - coyote - inside the backyard",-87.7779282,42.0049539
"Vicious Animal","13-00129237","Feb 01, 2013",2013,2,"3900 S SB OUTER LAKE SHORE DR, Chicago, Illinois","Other - coyote - on the median around 39th and lake shore",-87.6452727,41.9531949
"Vicious Animal","13-00129451","Feb 01, 2013",2013,2,"2300 W JARVIS AVE, Chicago, Illinois","running north on oakley - Other - 2 large coyotes",-87.6878419,42.0157814
"Vicious Animal","13-00129516","Feb 02, 2013",2013,2,"2200 W GRACE ST, Chicago, Illinois","Other - 2 LARGE GRAY COYOTES - ROAMING THE AREA",-87.6834974,41.9504321
"Vicious Animal","13-00129577","Feb 02, 2013",2013,2,"400 S CENTRAL AVE, Chicago, Illinois","Other - 5 LARGE GRAY COYOTES - IN COLUMBUS PARK",-87.7646258,41.8742493
"Vicious Animal","13-00130355","Feb 02, 2013",2013,2,"4100 W 33RD ST, Chicago, Illinois","Other - COYOTE - SPOTTED NEAR THE RAILROAD TRACKS",-87.7267225,41.8332549
"Vicious Animal","13-00130848","Feb 02, 2013",2013,2,"1400 S CLARK ST, Chicago, Illinois","Other - 1 medium sized coyote - headed east from clark",-87.6307031,41.8630374
"Vicious Animal","13-00130849","Feb 02, 2013",2013,2,"1800 N SAYRE AVE, Chicago, Illinois","Other - 2   COYOTES - IN  GRASSY FIELD NEAR SAYRE SCHOOL",-87.8008277,41.9127875
"Vicious Animal","13-00130864","Feb 03, 2013",2013,2,"2900 W LUNT AVE, Chicago, Illinois","Other - 1 COYOTE, SMALL - HEADING INTO PARK AT SACRAMENTO AND LUNT",-87.702347,42.008615
"Vicious Animal","13-00130896","Feb 03, 2013",2013,2,"300 W HILL ST, Chicago, Illinois","Other - 2  coyotes - stewart park running eating rabbit in snow",-87.6361179,41.9032642
"Vicious Animal","13-00131266","Feb 03, 2013",2013,2,"8200 W CATHERINE AVE, Chicago, Illinois","Other - COYOTE - AT CORNER OF PIONEER AND CATHERINE",-87.8317852,41.9774649
"Vicious Animal","13-00131413","Feb 03, 2013",2013,2,"300 S AUSTIN BLVD, Chicago, Illinois","Other - coyote - in columbus park chasing people",-87.7749112,41.8762616
"Vicious Animal","13-00131976","Feb 04, 2013",2013,2,"2500 W CARMEN AVE, Chicago, Illinois","Other - 2 coyotes spotted in the area - carmen and lincoln  .",-87.692044,41.9740337
"Vicious Animal","13-00132044","Feb 04, 2013",2013,2,"4000 N ASHLAND AVE, Chicago, Illinois","Other - 2 LARGE COYOTES - STREET",-87.6689039,41.9547539
"Vicious Animal","13-00132050","Feb 04, 2013",2013,2,"5000 N WINCHESTER AVE, Chicago, Illinois","Other - 2 COYOTES - STREET",-87.67821,41.972599
"Vicious Animal","13-00133795","Feb 04, 2013",2013,2,"4000 E 134TH ST, Chicago, Illinois","coyote with 9 puppies - lot 114",-87.5293894,41.6524898
"Vicious Animal","13-00134250","Feb 04, 2013",2013,2,"3900 N CLARK ST, Chicago, Illinois","Other - coyote - in the court yard of the senior bldg.",-87.6608194,41.9525698
"Vicious Animal","13-00135906","Feb 04, 2013",2013,2,"300 S CENTRAL AVE, Chicago, Illinois","Other - coyote - park",-87.7647163,41.8763917
"Vicious Animal","13-00136766","Feb 05, 2013",2013,2,"1100 W BELMONT AVE, Chicago, Illinois","2 MEDIUM SIZE COYOTES; BROWN AND GRAYISH RUNNING AROUND IN WRIGLEYVILLE AREA. - 2 MEDIUM SIZE COYOTES; BROWN AND GRAYISH RUNNING AROUN IN WRIGLEVILLE - ON BELMONT.",-87.6567159,41.939993
"Vicious Animal","13-00136881","Feb 05, 2013",2013,2,"400 W FULLERTON PKWY, Chicago, Illinois","Other - 2 MEDIUM SIZED COYOTES DWELLING NEAR LINCOLN PARK ZOO - ON FULLERTON BETWEEN LAKE SHORE AND CANON DRIVE",-87.6391106,41.925592
"Vicious Animal","13-00136899","Feb 05, 2013",2013,2,"300 W BELMONT AVE, Chicago, Illinois","ON NORTH BELMONT AT LAKE SHORE 'S BIKE/RUNNING PATH; 2 COYOTES RUNNING - Other - 2 COYOTES - TROTTING ALONG NORTH BELMONT; LAKE SHORE DRIVE",-87.6391491,41.9402644
"Vicious Animal","13-00136967","Feb 05, 2013",2013,2,"6700 S HAMILTON AVE, Chicago, Illinois","Other - 2 COYOTES - IN THE ALLEY BETWEEN HAMILTON AND MARQUETTE",-87.6772439,41.7720332
"Vicious Animal","13-00137135","Feb 05, 2013",2013,2,"500 S CENTRAL AVE, Chicago, Illinois","Other - coyote - roaming in the park near the baseball diamond",-87.7649613,41.8737893
"Vicious Animal","13-00137335","Feb 05, 2013",2013,2,"6700 S KEDZIE AVE, Chicago, Illinois","LOCATED ON SOUTH SIDE OF MARQUETTE PARK - Other - COYOTES - 2 COYOTES IN THE PARK",-87.7038951,41.7707074
