"type","request_number","date","year","month","block","description","lon","lat"
"Wildlife Assistance","12-01981499","Dec 10, 2012",2012,12,"7000 S ABERDEEN ST, Chicago, Illinois","Opossum - Bedroom",-87.6517374,41.7669046
"Wildlife Assistance","12-01983607","Dec 10, 2012",2012,12,"7000 S ABERDEEN ST, Chicago, Illinois","Opossum - Bedroom",-87.6517374,41.7669046
"Wildlife Assistance","12-01989628","Dec 11, 2012",2012,12,"6100 S DAMEN AVE, Chicago, Illinois","Opossum - Basement-CALLER STATES SHE HEARS A OPOSSUM IN HER BASEMENT....",-87.6739979,41.7824477
"Wildlife Assistance","12-01994816","Dec 12, 2012",2012,12,"6300 S BISHOP ST, Chicago, Illinois","Opossum - Basement",-87.6605936,41.7800723
"Wildlife Assistance","12-01997739","Dec 13, 2012",2012,12,"6300 S BISHOP ST, Chicago, Illinois","Opossum - Basement",-87.6605936,41.7800723
"Wildlife Assistance","12-02005214","Dec 15, 2012",2012,12,"6200 N CLAREMONT AVE, Chicago, Illinois"," - Attached Garage - Opossum",-87.688902,41.994293
"Wildlife Assistance","12-02015204","Dec 18, 2012",2012,12,"7300 S ABERDEEN ST, Chicago, Illinois","Opossum - Basement",-87.6515974,41.7614261
"Wildlife Assistance","12-02024257","Dec 20, 2012",2012,12,"6300 S BISHOP ST, Chicago, Illinois","Opossum - Basement - Caller states a smell is now coming from the basement - 3rd request - PLS CALL THE CALLER BACK",-87.6605936,41.7800723
"Wildlife Assistance","12-02027503","Dec 21, 2012",2012,12,"2400 N LINDER AVE, Chicago, Illinois","Opossum - Basement",-87.7635241,41.924052
"Wildlife Assistance","12-02028780","Dec 22, 2012",2012,12,"5400 S LOTUS AVE, Chicago, Illinois","Opossum - Bedroom",-87.7589992,41.7944381
"Wildlife Assistance","12-02033762","Dec 24, 2012",2012,12,"5400 S LOTUS AVE, Chicago, Illinois","Opossum - Bedroom",-87.7589992,41.7944381
"Wildlife Assistance","12-02034437","Dec 25, 2012",2012,12,"2300 W JACKSON BLVD, Chicago, Illinois","Opossum - Family Room",-87.684441,41.877848
"Wildlife Assistance","12-02036896","Dec 26, 2012",2012,12,"5400 S LOTUS AVE, Chicago, Illinois","PER CLLR, SOMEONE FROM A/C JUST CALLED & SAID THEY WERE OUT IN FRONT, BUT CLLR DIDNT SEE ANYONE IN FRONT. PLSE CALL/COME ASAP - Opossum - Bedroom",-87.7589992,41.7944381
"Wildlife Assistance","12-02038944","Dec 27, 2012",2012,12,"10900 S VERNON AVE, Chicago, Illinois"," *Report of 2 Raccoons and 4 possums in abandoned garage-chase residents of apt complex",-87.6124596,41.6961708
"Wildlife Assistance","12-02053262","Dec 29, 2012",2012,12,"1300 N PARKSIDE AVE, Chicago, Illinois","Opossum - Bedroom animal is in the closet of bedroom. per caller.",-87.7672045,41.9040806
"Wildlife Assistance","12-02053789","Dec 30, 2012",2012,12,"10200 S PEORIA ST, Chicago, Illinois","Opossum - Kitchen",-87.6456073,41.7085564
"Wildlife Assistance","12-02053948","Dec 30, 2012",2012,12,"3900 W 62ND ST, Chicago, Illinois","Opossum - Attached Garage in the enclosed porch closet",-87.7205518,41.7806831
"Wildlife Assistance","12-02054136","Dec 30, 2012",2012,12,"3900 W 62ND ST, Chicago, Illinois","Opossum back enclosed porch",-87.7205518,41.7806831
"Wildlife Assistance","13-00001492","Jan 01, 2013",2013,1,"2400 E 74TH ST, Chicago, Illinois","Opossum - Attic - Living Space Only",-87.5661959,41.7610365
"Wildlife Assistance","13-00002387","Jan 02, 2013",2013,1,"1400 W 120TH ST, Chicago, Illinois","Opossum - Attic - Living Space Only",-87.656498,41.6757757
"Wildlife Assistance","13-00013453","Jan 03, 2013",2013,1,"10200 S PEORIA ST, Chicago, Illinois","Opossum - Attached Garage  (opossum is atcually on the backporch which is attached to the house) - ",-87.6456073,41.7085564
"Wildlife Assistance","13-00020047","Jan 05, 2013",2013,1,"10200 S PEORIA ST, Chicago, Illinois","Opossum IS IN ENCLOSED PORCH , OF THE HOUSEHOLD 3RD REQUEST AND CALLER HAS NO INFORMATION ON HIS CELL PHONE THAT ACC CALLED HIM PER REPORT",-87.6456073,41.7085564
"Wildlife Assistance","13-00022871","Jan 07, 2013",2013,1,"5000 N MONITOR AVE, Chicago, Illinois","Opossum - Family Room",-87.7746116,41.9722039
"Wildlife Assistance","13-00026740","Jan 07, 2013",2013,1,"3100 W COLUMBUS AVE, Chicago, Illinois","Opossum - Bedroom - ",-87.7002296,41.7517235
"Wildlife Assistance","13-00026926","Jan 07, 2013",2013,1,"5700 S OAK PARK AVE, Chicago, Illinois","Opossum - Attached Garage",-87.7916847,41.7883987
"Wildlife Assistance","13-00031986","Jan 08, 2013",2013,1,"1400 W HOWARD ST, Chicago, Illinois","Opossum - Attached Garage - ",-87.6660402,42.0192504
"Wildlife Assistance","13-00036639","Jan 09, 2013",2013,1,"2500 N NEW ENGLAND AVE, Chicago, Illinois","Raccoon - Attic - Living Space Only - Opossum",-87.7980235,41.9255193
"Wildlife Assistance","13-00045994","Jan 11, 2013",2013,1,"8200 S VERNON AVE, Chicago, Illinois","Opossum per caller opposum is behaving very aggressive and is very large, directly in front, brick ledge fence, 4:02 p.m. may be injured. sitting on fence",-87.6138361,41.7454982
"Wildlife Assistance","13-00049591","Jan 14, 2013",2013,1,"9000 S ELLIS AVE, Chicago, Illinois","Opossum - Attic - Living Space Only",-87.600011,41.730989
"Wildlife Assistance","13-00054696","Jan 14, 2013",2013,1,"5900 N WINTHROP AVE, Chicago, Illinois","Opossum - ENCLOSED BACK PORCH",-87.6584959,41.9891867
"Wildlife Assistance","13-00057533","Jan 15, 2013",2013,1,"7600 S NORMAL AVE, Chicago, Illinois","Opossum - Attic - Living Space Only",-87.6371516,41.7560621
"Wildlife Assistance","13-00072092","Jan 18, 2013",2013,1,"6200 W WAVELAND AVE, Chicago, Illinois","Home - op - stuck in between two doors in the stairwell of this l - Opossum - Basement.. the animal is stuck in between 2 doors in the stair well of this location..",-87.7816175,41.9477846
"Wildlife Assistance","13-00076621","Jan 20, 2013",2013,1,"1100 W 61ST ST, Chicago, Illinois","Kitchen - PANTRY AREA  Opossum",-87.6521533,41.783276
"Wildlife Assistance","13-00077361","Jan 21, 2013",2013,1,"6400 N MAPLEWOOD AVE, Chicago, Illinois","Opossum - Attic - Living Space Only - ",-87.6935437,41.9976579
"Wildlife Assistance","13-00077555","Jan 21, 2013",2013,1,"6400 N MAPLEWOOD AVE, Chicago, Illinois","Opossum - Bathroom -[was inside ceiling earlier, now is inside bathroom-1st floor- need removal asap]",-87.6935437,41.9976579
"Wildlife Assistance","13-00096163","Jan 25, 2013",2013,1,"11500 S HARVARD AVE, Chicago, Illinois","Opossum - Basement -[2nd request, caller is still waiting for ACC to contact back for assistance with removal of opposum from basement]",-87.6312888,41.6852118
"Wildlife Assistance","13-00098041","Jan 25, 2013",2013,1,"8100 S EAST END AVE, Chicago, Illinois","Opossum - Dining Room -[2nd floor apt-caller is owner of property does not want to go into area- need ACC to assist]",-87.5766196,41.7437189
"Wildlife Assistance","13-00101142","Jan 27, 2013",2013,1,"9900 S VAN VLISSINGEN RD, Chicago, Illinois","Basement - Opossum  (caller states that ajnimal is a coyote - ",-87.5742842,41.7150887
"Wildlife Assistance","13-00102484","Jan 28, 2013",2013,1,"700 E 89TH ST, Chicago, Illinois","2nd floor-call Mr. Brooks when arrive to let in. Opossum on back porch",-87.60697,41.733151
"Wildlife Assistance","13-00106172","Jan 28, 2013",2013,1,"6300 N OVERHILL AVE, Chicago, Illinois","Opossum - Basement",-87.8190127,41.9950432
"Wildlife Assistance","13-00107236","Jan 28, 2013",2013,1,"8600 S HOUSTON AVE, Chicago, Illinois","Opossum - Attic - Living Space Only",-87.550572,41.739082
"Wildlife Assistance","13-00124065","Jan 31, 2013",2013,1,"6600 S OAKLEY AVE, Chicago, Illinois","Opossum - Basement",-87.6811693,41.7736825
"Wildlife Assistance","13-00136771","Feb 05, 2013",2013,2,"5300 W MONROE ST, Chicago, Illinois","Opossum - Bedroom",-87.7578432,41.8795753
"Wildlife Assistance","13-00145421","Feb 06, 2013",2013,2,"5600 S THROOP ST, Chicago, Illinois","Opossum - Basement HANGING IN HER BASEMENT, LIVING QUARTERS PER CALLER CALLER EVA, MOM IN LAW LIVES DOWN THE STREET PER CALLER SHE HAS NO #",-87.6572461,41.7922753
"Wildlife Assistance","13-00145613","Feb 06, 2013",2013,2,"5600 S THROOP ST, Chicago, Illinois","Opossum - Basement//caller not sure type of animal - has long tail & hanging from ceiling",-87.6572461,41.7922753
"Wildlife Assistance","13-00153653","Feb 08, 2013",2013,2,"11800 S LAFAYETTE AVE, Chicago, Illinois","Opossum - Attic - Living Space Only",-87.6239498,41.679815
"Wildlife Assistance","13-00154166","Feb 08, 2013",2013,2,"11800 S LAFAYETTE AVE, Chicago, Illinois","Opossum - Family Room",-87.6239498,41.679815
"Wildlife Assistance","13-00156696","Feb 09, 2013",2013,2,"3700 N LAKEWOOD AVE, Chicago, Illinois","Opossum - Attached Garage",-87.6616443,41.9489383
"Wildlife Assistance","13-00157426","Feb 10, 2013",2013,2,"2000 W 53RD PL, Chicago, Illinois","Opossum - Garbage Can - req. entered per 311 supv.",-87.6743898,41.7966454
"Wildlife Assistance","13-00159049","Feb 11, 2013",2013,2,"0 W 71ST ST, Chicago, Illinois","Opossum - Basement",-87.71283,41.764111
"Wildlife Assistance","13-00166725","Feb 12, 2013",2013,2,"2800 E 78TH ST, Chicago, Illinois","Opossum - Basement",-87.5568319,41.7538639
"Wildlife Assistance","13-00170350","Feb 13, 2013",2013,2,"2800 E 78TH ST, Chicago, Illinois","Opossum - Basement",-87.5568319,41.7538639
"Wildlife Assistance","13-00175593","Feb 14, 2013",2013,2,"1700 W 18TH PL, Chicago, Illinois","Opossum - Kitchen lost call could not get the phone number",-87.6686371,41.8568376
"Wildlife Assistance","13-00177671","Feb 14, 2013",2013,2,"600 N SAWYER AVE, Chicago, Illinois","Opossum - Kitchen - ",-87.7079322,41.8919757
"Wildlife Assistance","13-00177745","Feb 14, 2013",2013,2,"4900 W MONROE ST, Chicago, Illinois","Opossum - Kitchen",-87.7474609,41.879683
"Wildlife Assistance","13-00182497","Feb 15, 2013",2013,2,"11500 S BISHOP ST, Chicago, Illinois","Opossum - Basement CALLER THINKS IT'S GOING TO HAVE BABIES",-87.657964,41.6848719
"Wildlife Assistance","13-00184224","Feb 16, 2013",2013,2,"2800 N NORDICA AVE, Chicago, Illinois","Opossum injured and in the garbage can directly behind this address 1st garbage cart by the gate, opossum cannot get out of the cart.",-87.8028054,41.930793
"Wildlife Assistance","13-00189701","Feb 19, 2013",2013,2,"7400 S MARYLAND AVE, Chicago, Illinois","Opossum - Basement",-87.6043854,41.7603019
"Wildlife Assistance","13-00204736","Feb 22, 2013",2013,2,"300 E 89TH PL, Chicago, Illinois","Opossum - Attic - Living Space Only",-87.6176202,41.7318874
"Wildlife Assistance","13-00209537","Feb 23, 2013",2013,2,"5400 S CARPENTER ST, Chicago, Illinois","Opossum - Basement",-87.6516264,41.7958549
"Wildlife Assistance","13-00227220","Feb 27, 2013",2013,2,"10200 S PEORIA ST, Chicago, Illinois","Opossum - CALLER SAYS ""ENCLOSED BACK PORCH""",-87.6456073,41.7085564
"Wildlife Assistance","13-00252270","Mar 06, 2013",2013,3,"6300 W RAVEN ST, Chicago, Illinois","in rear of 1st floor under stair case - Opossum - Basement - ",-87.7852118,41.9944695
"Wildlife Assistance","13-00272370","Mar 11, 2013",2013,3,"9700 S BRENNAN AVE, Chicago, Illinois","Opossum - Attic - Living Space Only",-87.5678379,41.7186574
"Wildlife Assistance","13-00282278","Mar 13, 2013",2013,3,"11300 S EDBROOKE AVE, Chicago, Illinois","Opossum - Attic - Living Space Only",-87.6196617,41.688901
"Wildlife Assistance","13-00321969","Mar 21, 2013",2013,3,"900 W 18TH PL, Chicago, Illinois","Opossum - Kitchen",-87.6482773,41.8574414
"Wildlife Assistance","13-00326515","Mar 22, 2013",2013,3,"7400 S CHAMPLAIN AVE, Chicago, Illinois","Opossum - Kitchen",-87.6090925,41.7603395
"Wildlife Assistance","13-00339792","Mar 26, 2013",2013,3,"1500 W GARFIELD BLVD, Chicago, Illinois","Opossum - Attached Garage",-87.6623129,41.7943325
"Wildlife Assistance","13-00353761","Mar 29, 2013",2013,3,"4900 W MONROE ST, Chicago, Illinois","Opossum - Kitchen ENCLOSED BACK PORCH ON A TABLE",-87.7474609,41.879683
"Wildlife Assistance","13-00355343","Mar 29, 2013",2013,3,"5800 S CALIFORNIA AVE, Chicago, Illinois","Opossum - Living Room",-87.6939449,41.7880805
"Wildlife Assistance","13-00358462","Mar 30, 2013",2013,3,"1900 W 21ST ST, Chicago, Illinois","Opossum - Family Room",-87.6736177,41.8542325
"Wildlife Assistance","13-00364422","Apr 01, 2013",2013,4,"12400 S PRINCETON AVE, Chicago, Illinois","Opossum - Attic - Living Space Only",-87.6295752,41.6688561
"Wildlife Assistance","13-00368992","Apr 02, 2013",2013,4,"6800 S UNION AVE, Chicago, Illinois","Opossum - Basement",-87.6421857,41.7704591
"Wildlife Assistance","13-00385117","Apr 05, 2013",2013,4,"1000 W 92ND ST, Chicago, Illinois","Opossum - Basement",-87.6487394,41.7268607
"Wildlife Assistance","13-00395083","Apr 08, 2013",2013,4,"1000 W 92ND ST, Chicago, Illinois","Opossum - Basement",-87.6487394,41.7268607
"Wildlife Assistance","13-00420294","Apr 12, 2013",2013,4,"7300 S TROY ST, Chicago, Illinois","Opossum - Basement",-87.701808,41.7606147
"Wildlife Assistance","13-00424595","Apr 13, 2013",2013,4,"6800 S UNION AVE, Chicago, Illinois","Opossum - Basement - ",-87.6421857,41.7704591
"Wildlife Assistance","13-00424637","Apr 13, 2013",2013,4,"6800 S UNION AVE, Chicago, Illinois","Opossum - Basement",-87.6421857,41.7704591
"Wildlife Assistance","13-00453625","Apr 18, 2013",2013,4,"300 E 90TH ST, Chicago, Illinois","Opossum - Bedroom",-87.6173459,41.7312279
"Wildlife Assistance","13-00461389","Apr 20, 2013",2013,4,"6100 N CALDWELL AVE, Chicago, Illinois","Opossum - Attached Garage- PLEASE CALL",-87.755554,41.991802
"Wildlife Assistance","13-00463495","Apr 21, 2013",2013,4,"3200 W 84TH ST, Chicago, Illinois","Opossum per caller baby opposum in backyard, not moving mom hasn't come back in 3 days, baby hasn't moved much, still alive barely, looks sick per caller.",-87.7021313,41.7406691
"Wildlife Assistance","13-00466164","Apr 22, 2013",2013,4,"5400 S WOOD ST, Chicago, Illinois","Opossum/or large cat, cllr not sure just ran inside - Kitchen",-87.669999,41.7956724
"Wildlife Assistance","13-00472985","Apr 23, 2013",2013,4,"1400 W BRYN MAWR AVE, Chicago, Illinois","Opossum - Basement",-87.6651641,41.9837851
"Wildlife Assistance","13-00478162","Apr 23, 2013",2013,4,"7400 S MORGAN ST, Chicago, Illinois","Opossum - 2nd floor Kitchen pantry...trapped..",-87.6496166,41.7593349
"Wildlife Assistance","13-00478191","Apr 23, 2013",2013,4,"7400 S UNION AVE, Chicago, Illinois","Opossum - Attic - Living Space Only",-87.64218,41.759642
"Wildlife Assistance","13-00478207","Apr 23, 2013",2013,4,"7400 S MORGAN ST, Chicago, Illinois","Opossum -2nd floor Kitchen pantry - close SR. #13-00478162 this has the wrong address.",-87.6496166,41.7593349
"Wildlife Assistance","13-00480408","Apr 24, 2013",2013,4,"5700 N ROGERS AVE, Chicago, Illinois","Opossum - Attached Garage",-87.7431319,41.9842151
"Wildlife Assistance","13-00484701","Apr 24, 2013",2013,4,"5300 N SHERIDAN RD, Chicago, Illinois"," Living Room - Opossum- inside the business in the hallway area in the rear of the businesses",-87.6554148,41.9784404
"Wildlife Assistance","13-00486360","Apr 25, 2013",2013,4,"6800 S RIDGELAND AVE, Chicago, Illinois","Opossum - Attached Garage..enclosed porch",-87.5829499,41.7714121
"Wildlife Assistance","13-00519399","May 01, 2013",2013,5,"7400 S UNION AVE, Chicago, Illinois","Opossum - Kitchen - ring the front doorbell, the side door is open - caller is watching the property it is vacant and she cannot go inside until the animal is removed",-87.64218,41.759642
"Wildlife Assistance","13-00521601","May 02, 2013",2013,5,"7400 S UNION AVE, Chicago, Illinois","Opossum - Kitchen",-87.64218,41.759642
"Wildlife Assistance","13-00531773","May 04, 2013",2013,5,"9600 S OGLESBY AVE, Chicago, Illinois","Opossum - Bathroom",-87.5658739,41.7213448
"Wildlife Assistance","13-00532315","May 04, 2013",2013,5,"6400 N NORTHWEST HWY, Chicago, Illinois","Opossum - Bathroom - ",-87.8074533,41.9969124
"Wildlife Assistance","13-00533485","May 05, 2013",2013,5,"10100 S MALTA ST, Chicago, Illinois","Opossum - Bedroom",-87.6587127,41.7101963
"Wildlife Assistance","13-00551057","May 08, 2013",2013,5,"10100 S NORMAL AVE, Chicago, Illinois","1 Raccoon and 1 Opossum- Attic - Living Space Only",-87.6356453,41.7106613
"Wildlife Assistance","13-00560013","May 09, 2013",2013,5,"1400 W 71ST PL, Chicago, Illinois","Opossum",-87.6591341,41.764263
"Wildlife Assistance","13-00560866","May 10, 2013",2013,5,"10100 S NORMAL AVE, Chicago, Illinois","Opossum and a raccoon - Attic - Living Space Only",-87.6356453,41.7106613
"Wildlife Assistance","13-00565964","May 11, 2013",2013,5,"8600 S MAY ST, Chicago, Illinois","Opossum - Kitchen",-87.6524675,41.7376239
"Wildlife Assistance","13-00571434","May 13, 2013",2013,5,"10100 S NORMAL AVE, Chicago, Illinois","Opossum AND RACCOON- Attic - Living Space Only....CALL BEFORE COMING",-87.6356453,41.7106613
"Wildlife Assistance","13-00585985","May 15, 2013",2013,5,"7900 S DANTE AVE, Chicago, Illinois","Opossum - Bedroom - ",-87.5894692,41.751418
"Wildlife Assistance","13-00590962","May 16, 2013",2013,5,"7900 S DANTE AVE, Chicago, Illinois","Opossum - Bedroom adult and several babies caller states",-87.5894692,41.751418
"Wildlife Assistance","13-00610620","May 21, 2013",2013,5,"8700 S LANGLEY AVE, Chicago, Illinois","Opossum - Basement",-87.6072543,41.7365624
"Wildlife Assistance","13-00621543","May 22, 2013",2013,5,"2200 N KNOX AVE, Chicago, Illinois","Opossum - 6 babies and 2 adults, in the backyard under cement pad.",-87.7427567,41.9207376
"Wildlife Assistance","13-00637202","May 25, 2013",2013,5,"9100 S KINGSTON AVE, Chicago, Illinois","Opossum - Bedroom - ",-87.5624699,41.7298084
"Wildlife Assistance","13-00638690","May 26, 2013",2013,5,"10900 S DR MARTIN LUTHER KING JR DR, Chicago, Illinois","Opossum - Basement",-87.6134748,41.6963595
"Wildlife Assistance","13-00639541","May 26, 2013",2013,5,"2400 S WENTWORTH AVE, Chicago, Illinois","Opossum - inclosed porch",-87.6320707,41.849052
"Wildlife Assistance","13-00663230","May 30, 2013",2013,5,"5900 S KEDVALE AVE, Chicago, Illinois","Opossum - Garbage Can",-87.7266215,41.7858864
"Wildlife Assistance","13-00668175","May 31, 2013",2013,5,"10400 S PRAIRIE AVE, Chicago, Illinois","Opossum - Attic - Living Space Only",-87.617014,41.705228
"Wildlife Assistance","13-00668369","May 31, 2013",2013,5,"600 E 79TH ST, Chicago, Illinois","Opossum - Kitchen AREA OF LOUNGE (J AND R)    ",-87.6098053,41.7514578
"Wildlife Assistance","13-00670826","May 31, 2013",2013,5,"9100 S KINGSTON AVE, Chicago, Illinois","Opossum - Bedroom",-87.5624699,41.7298084
"Wildlife Assistance","13-00675667","Jun 01, 2013",2013,6,"7600 S YATES BLVD, Chicago, Illinois","Opossum - Living Room  3rd floor",-87.566674,41.757028
"Wildlife Assistance","13-00675914","Jun 01, 2013",2013,6,"8300 S MANISTEE AVE, Chicago, Illinois","Opossum.caught two baby opossums in trap inside home.",-87.5578465,41.7444339
"Wildlife Assistance","13-00677161","Jun 01, 2013",2013,6,"5900 S KEDVALE AVE, Chicago, Illinois","Opossum - Attached Garage - could only see 4 - per cllr pls call prior - 2nd rpt not in garbage can in the garage as stated on sr#13-00663230  - mother opossum and babies - ",-87.7266215,41.7858864
"Wildlife Assistance","13-00677556","Jun 01, 2013",2013,6,"10400 S PRAIRIE AVE, Chicago, Illinois","Opossum - Attic - Living Space Only - 2nd rqst sr# 13-00668175",-87.617014,41.705228
